index,title,author,pages,genre,description,published_date,publisher,average_rating,ratings_count,thumbnail
129,"The Mystery at Dracula's Castle (Transylvania, Romania)",Carole Marsh,149.0,Children,mimi reads an ad and thinks hmm would this make a great vacation home for a mysterybookwriting grandmother and her family and friends papa says lets take a look soon christina and grant are whisked off aboard the mystery girl airplane with mimi and papa to transylvania romania where they meet up with a strange real estate agent tour the famous castle meet some odd new kid friends learn about vampires and meet up with count dracula himself why dont you spend the weekend and se,2011-01-01 00:00:00,gallopade international,,0,http://books.google.com/books/content?id=fB7OkVM_Bi4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
130,The Mystery in the Amazon Rainforest (South America),Carole Marsh,149.0,Children,grant and christina have a new friend named sam her mom and dad own a school supply store one day sam reads a book about the famous amazon river and rainforest and soon everyone is off with mimi and papa on the mystery girl airplane to a great adventure well that is if you like sizable snakes a terrifying tarantula toenibbling fish messy monkeys witch doctors poison arrows swinging from vines getting lost getting scared whew an amazing amazon boy helps solve the mystery as he gui,2011-01-01 00:00:00,gallopade international,,0,http://books.google.com/books/content?id=f8D5-NO2zR4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
131,"The Mystery of the Ancient Pyramid (Cairo, Egypt)",Carole Marsh,148.0,Children,mimi papa grant and christina find themselves in egypt trying to solve a mystery involving a missing mummy a curse and a mad archaeologist,2006-03-06 00:00:00,gallopade international,,0,http://books.google.com/books/content?id=2WDcIRrSRCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
132,The Tustin Chronicles: A Detective Santy Mystery,Louise Hathaway,240.0,Fiction,set in orange county california during the early 1970s and 1980s this murder mystery brings back the bygone days of tractor showrooms hippies and head shops in laguna beach and a catholic church in a citrus packing house dubbed the sunkist cathedral in a world of wwiiera blimp hangers and disappearing orange groves detective dick santy investigates a murder that has unmistakable connections to the controversial construction of a nuclear power plant an arrest is made in the murder but h,2013-12-17 00:00:00,louise hathaway,,0,http://books.google.com/books/content?id=su9FAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
133,If She Saw (A Kate Wise Mystery—Book 2),Blake Pierce,251.0,Fiction,a masterpiece of thriller and mystery blake pierce did a magnificent job developing characters with a psychological side so well described that we feel inside their minds follow their fears and cheer for their success full of twists this book will keep you awake until the turn of the last page books and movie reviews roberto mattos re once gone if she saw a kate wise mystery is book 2 in a new psychological thriller series by bestselling author blake pierce whose 1 bestseller on,2018-12-11 00:00:00,blake pierce,,0,http://books.google.com/books/content?id=JDF7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
134,If She Feared (A Kate Wise Mystery—Book 6),Blake Pierce,250.0,Fiction,a masterpiece of thriller and mystery blake pierce did a magnificent job developing characters with a psychological side so well described that we feel inside their minds follow their fears and cheer for their success full of twists this book will keep you awake until the turn of the last page books and movie reviews roberto mattos re once gone if she feared a kate wise mystery is book 6 in a new psychological thriller series by bestselling author blake pierce whose 1 bestseller,2019-11-20 00:00:00,blake pierce,,0,http://books.google.com/books/content?id=X6CkDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
135,If She Hid (A Kate Wise Mystery—Book 4),Blake Pierce,258.0,Fiction,a masterpiece of thriller and mystery blake pierce did a magnificent job developing characters with a psychological side so well described that we feel inside their minds follow their fears and cheer for their success full of twists this book will keep you awake until the turn of the last page books and movie reviews roberto mattos re once gone if she hid a kate wise mystery is book 4 in a new psychological thriller series by bestselling author blake pierce whose 1 bestseller on,2019-04-16 00:00:00,blake pierce,,0,http://books.google.com/books/content?id=c6d-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
136,The Rip-ROARING Mystery on the African Safari (South Africa),Carole Marsh,145.0,Children,come along for a wild ride with grant and christina through the sunny south african savanna,2009-03-01 00:00:00,gallopade international,,0,http://books.google.com/books/content?id=OHhT-FRguRsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
137,Next Door (A Chloe Fine Psychological Suspense Mystery—Book 1),Blake Pierce,290.0,Fiction,next door is full of completely unexpected twistsyou will read it on the edge of your chair it is blake pierce at his best another masterpiece of suspense and mystery i highly recommend it to the permanent library of all readers that appreciate an excellent thriller full of psychological suspense and with a completely unexpected ending this is the first in what promises to be another excellent series i can hardly wait to read the sequel books and movie reviews roberto mattos next do,2018-10-02 00:00:00,blake pierce,4.0,1,http://books.google.com/books/content?id=a1BtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
138,The Mystery of Musical Creativity,Hermann Beckh,190.0,Arts,beckh ventures into provinces that i have not had the opportunity of investigating myself rudolf steiner lost for decades the manuscript of hermann beckhs final lectures on the subject of music present fundamentally new insights into its cosmic origins beckh characterises the qualities of musical development examines select musical works that represent for him the peak of human ingenuity and throws new light on the nature and source of human creativity and inspiration published here,2019-11-06 00:00:00,temple lodge publishing,,0,http://books.google.com/books/content?id=Shu7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
139,The Paschal Mystery Workbook,Sophia Institute for Teachers,159.0,Religion & Philosophy,no description available,2010-03-21 12:00:00,sophia institute for teachers,,0,http://books.google.com/books/content?id=og8FEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
140,Once Bound (A Riley Paige Mystery—Book 12),Blake Pierce,317.0,Fiction,a masterpiece of thriller and mystery the author did a magnificent job developing characters with a psychological side that is so well described that we feel inside their minds follow their fears and cheer for their success the plot is very intelligent and will keep you entertained throughout the book full of twists this book will keep you awake until the turn of the last page books and movie reviews roberto mattos re once gone once bound is book 12 in the bestselling riley paige m,2018-02-26 00:00:00,blake pierce,,0,http://books.google.com/books/content?id=h_xBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
141,"The Mystery at the Eiffel Tower (Paris, France)",Carole Marsh,145.0,Children,mimi papa cristina and grant find a series of clues that helps them to discover where a stolen statue from the louvre museum in paris might be hidden,2005-12-09 00:00:00,gallopade international,,0,http://books.google.com/books/content?id=xnqur-1WZ60C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
